Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,StabilityInRole,LoyaltyToManager,AvgTrainingPerYear,AgeWhenStarted,AvgYearsPerCompany,IncomePerKm,CompanyLoyalty,PromotionFrequency,AvgMonthlyIncomePerYear
37,0.0,Travel_Rarely,977,Research & Development,1,3,Life Sciences,4,Female,56,2,2,Manufacturing Director,4,Married,6474,9961,1,No,13,3,2,1,14,2,2,14,8,3,11,0.5714285714285714,0.7857142857142857,0.14285714285714285,23,14.0,977.0,1.0,3.5,462.42857142857144
38,0.0,Travel_Rarely,702,Sales,1,4,Life Sciences,1,Female,59,2,2,Sales Executive,4,Single,8686,12930,4,No,22,4,3,0,12,2,4,8,3,0,7,0.375,0.875,0.25,26,3.0,702.0,0.6666666666666666,8.0,1085.75
32,0.0,Travel_Rarely,117,Sales,13,4,Life Sciences,2,Male,73,3,2,Sales Executive,4,Divorced,4403,9250,2,No,11,3,3,1,8,3,2,5,2,0,3,0.4,0.6,0.6,24,4.0,9.0,0.625,5.0,880.6
28,0.0,Travel_Rarely,857,Research & Development,10,3,Other,3,Female,59,3,2,Research Scientist,3,Single,3660,7909,3,No,13,3,4,0,10,4,4,8,7,1,7,0.875,0.875,0.5,18,3.3333333333333335,85.7,0.8,4.0,457.5
43,0.0,Travel_Frequently,957,Research & Development,28,3,Medical,2,Female,72,4,1,Research Scientist,3,Single,4739,16090,4,No,12,3,4,0,18,2,3,3,2,1,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,25,4.5,34.17857142857143,0.16666666666666666,1.5,1579.6666666666667
30,0.0,Travel_Rarely,1465,Research & Development,1,3,Medical,4,Male,63,3,1,Research Scientist,2,Married,3579,9369,0,Yes,21,4,1,1,12,2,3,11,9,5,7,0.8181818181818182,0.6363636363636364,0.18181818181818182,18,40.0,1465.0,0.9166666666666666,1.8333333333333333,325.3636363636364
33,0.0,Non-Travel,722,Sales,17,3,Life Sciences,4,Male,38,3,4,Manager,3,Single,17444,20489,1,No,11,3,4,0,10,2,3,10,8,6,0,0.8,0.0,0.2,23,10.0,42.470588235294116,1.0,1.4285714285714286,1744.4
43,0.0,Travel_Rarely,177,Research & Development,8,3,Life Sciences,1,Female,55,3,2,Manufacturing Director,2,Divorced,4765,23814,4,No,21,4,3,1,4,2,4,1,0,0,0,0.0,0.0,2.0,39,1.0,22.125,0.25,1.0,4765.0
42,0.0,Travel_Frequently,458,Research & Development,26,5,Medical,1,Female,60,3,3,Research Director,1,Married,13191,23281,3,Yes,17,3,3,0,20,6,3,1,0,0,0,0.0,0.0,6.0,22,6.666666666666667,17.615384615384617,0.05,1.0,13191.0
37,0.0,Travel_Rarely,921,Research & Development,10,3,Medical,3,Female,98,3,1,Laboratory Technician,1,Married,3452,17663,6,No,20,4,2,1,17,3,3,5,4,0,3,0.8,0.6,0.6,20,2.8333333333333335,92.1,0.29411764705882354,5.0,690.4
24,0.0,Travel_Frequently,535,Sales,24,3,Medical,4,Male,38,3,1,Sales Representative,4,Married,2400,5530,0,No,13,3,3,2,3,3,3,2,2,2,1,1.0,0.5,1.5,21,40.0,22.291666666666668,0.6666666666666666,0.6666666666666666,1200.0
37,0.0,Non-Travel,1063,Research & Development,25,5,Medical,2,Female,72,3,2,Research Scientist,3,Married,4449,23866,3,Yes,15,3,1,2,15,2,3,13,11,10,7,0.8461538461538461,0.5384615384615384,0.15384615384615385,22,5.0,42.52,0.8666666666666667,1.1818181818181819,342.2307692307692
37,0.0,Travel_Rarely,558,Sales,2,3,Marketing,4,Male,75,3,2,Sales Executive,3,Married,9602,3010,4,Yes,11,3,3,1,17,3,2,3,0,1,0,0.0,0.0,1.0,20,4.25,279.0,0.17647058823529413,1.5,3200.6666666666665
40,0.0,Travel_Frequently,1395,Research & Development,26,3,Medical,2,Female,54,3,2,Research Scientist,2,Divorced,5605,8504,1,No,11,3,1,1,20,2,3,20,7,2,13,0.35,0.65,0.1,20,20.0,53.65384615384615,1.0,6.666666666666667,280.25
55,1.0,Travel_Rarely,436,Sales,2,1,Medical,3,Male,37,3,2,Sales Executive,4,Single,5160,21519,4,No,16,3,3,0,12,3,2,9,7,7,3,0.7777777777777778,0.3333333333333333,0.3333333333333333,43,3.0,218.0,0.75,1.125,573.3333333333334
34,0.0,Travel_Rarely,507,Sales,15,2,Medical,3,Female,66,3,2,Sales Executive,1,Single,6125,23553,1,No,12,3,4,0,10,6,4,10,8,9,6,0.8,0.6,0.6,24,10.0,33.8,1.0,1.0,612.5
18,0.0,Travel_Rarely,812,Sales,10,3,Medical,4,Female,69,2,1,Sales Representative,3,Single,1200,9724,1,No,12,3,1,0,0,2,3,0,0,0,0,,,6.0,18,0.0,81.2,,0.0,18711.0
41,0.0,Travel_Rarely,334,Sales,2,4,Life Sciences,4,Male,88,3,4,Manager,2,Single,16015,15896,1,No,19,3,2,0,22,2,3,22,10,0,4,0.45454545454545453,0.18181818181818182,0.09090909090909091,19,22.0,167.0,1.0,22.0,727.9545454545455
44,0.0,Travel_Frequently,383,Sales,1,5,Marketing,1,Female,79,3,2,Sales Executive,3,Married,4768,9282,7,No,12,3,3,1,11,4,2,1,0,0,0,0.0,0.0,4.0,33,1.5714285714285714,383.0,0.09090909090909091,1.0,4768.0
42,0.0,Travel_Rarely,691,Sales,8,4,Marketing,3,Male,48,3,2,Sales Executive,2,Married,6825,21173,0,No,11,3,4,1,10,2,3,9,7,4,2,0.7777777777777778,0.2222222222222222,0.2222222222222222,32,40.0,86.375,0.9,1.8,758.3333333333334
51,0.0,Travel_Rarely,313,Research & Development,3,3,Medical,4,Female,98,3,4,Healthcare Representative,2,Single,13734,7192,3,No,18,3,3,0,21,6,3,7,7,1,0,1.0,0.0,0.8571428571428571,30,7.0,104.33333333333333,0.3333333333333333,3.5,1962.0
32,1.0,Travel_Rarely,515,Research & Development,1,3,Life Sciences,4,Male,62,2,1,Laboratory Technician,3,Single,3730,9571,0,Yes,14,3,4,0,4,2,1,3,2,1,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,28,40.0,515.0,0.75,1.5,1243.3333333333333
31,0.0,Travel_Rarely,688,Sales,7,3,Life Sciences,3,Male,44,2,3,Manager,4,Divorced,11557,25291,9,No,21,4,3,1,10,3,2,5,4,0,1,0.8,0.2,0.6,21,1.1111111111111112,98.28571428571429,0.5,5.0,2311.4
31,0.0,Travel_Frequently,853,Research & Development,1,1,Life Sciences,3,Female,96,3,2,Manufacturing Director,1,Married,4148,11275,1,No,12,3,3,1,4,1,3,4,3,0,3,0.75,0.75,0.25,27,4.0,853.0,1.0,4.0,1037.0
30,1.0,Travel_Frequently,109,Research & Development,5,3,Medical,2,Female,60,3,1,Laboratory Technician,2,Single,2422,25725,0,No,17,3,1,0,4,3,3,3,2,1,2,0.6666666666666666,0.6666666666666666,1.0,26,40.0,21.8,0.75,1.5,807.3333333333334
36,0.0,Travel_Rarely,329,Research & Development,2,3,Life Sciences,4,Female,96,3,1,Research Scientist,3,Married,2543,11868,4,No,13,3,2,1,6,3,3,2,2,2,2,1.0,1.0,1.5,30,1.5,164.5,0.3333333333333333,0.6666666666666666,1271.5
28,0.0,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1,Male,50,3,1,Laboratory Technician,3,Divorced,2207,22482,1,No,16,3,4,1,4,5,2,4,2,2,2,0.5,0.5,1.25,24,4.0,59.666666666666664,1.0,1.3333333333333333,551.75
30,0.0,Travel_Rarely,1176,Research & Development,20,3,Other,3,Male,85,3,2,Manufacturing Director,1,Married,9957,9096,0,No,15,3,3,1,7,1,2,6,2,0,2,0.3333333333333333,0.3333333333333333,0.16666666666666666,23,40.0,58.8,0.8571428571428571,6.0,1659.5
35,0.0,Travel_Rarely,890,Sales,2,3,Marketing,4,Female,97,3,1,Sales Representative,4,Married,2014,9687,1,No,13,3,1,0,2,3,3,2,2,2,2,1.0,1.0,1.5,33,2.0,445.0,1.0,0.6666666666666666,1007.0
59,0.0,Travel_Rarely,1429,Research & Development,18,4,Medical,4,Male,67,3,3,Manufacturing Director,4,Single,10512,20002,6,No,12,3,4,0,25,6,2,9,7,5,4,0.7777777777777778,0.4444444444444444,0.6666666666666666,34,4.166666666666667,79.38888888888889,0.36,1.5,1168.0
39,0.0,Non-Travel,1485,Research & Development,25,2,Life Sciences,3,Male,71,3,3,Healthcare Representative,3,Married,10920,3449,3,No,21,4,2,1,13,2,3,6,4,0,5,0.6666666666666666,0.8333333333333334,0.3333333333333333,26,4.333333333333333,59.4,0.46153846153846156,6.0,1820.0
29,0.0,Travel_Frequently,442,Sales,2,2,Life Sciences,2,Male,44,3,2,Sales Executive,4,Single,4554,20260,1,No,18,3,1,0,10,3,2,10,7,0,9,0.7,0.9,0.3,19,10.0,221.0,1.0,10.0,455.4
34,1.0,Travel_Frequently,988,Human Resources,23,3,Human Resources,2,Female,43,3,3,Human Resources,1,Divorced,9950,11533,9,Yes,15,3,3,3,11,2,3,3,2,0,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,23,1.2222222222222223,42.95652173913044,0.2727272727272727,3.0,3316.6666666666665
36,0.0,Travel_Rarely,506,Research & Development,3,3,Technical Degree,3,Male,30,3,2,Research Scientist,2,Single,4485,26285,4,No,12,3,4,0,10,2,3,8,0,7,7,0.0,0.875,0.25,26,2.5,168.66666666666666,0.8,1.0,560.625
30,0.0,Travel_Rarely,201,Research & Development,5,3,Technical Degree,4,Female,84,3,1,Research Scientist,1,Divorced,3204,10415,5,No,14,3,4,1,8,3,3,3,2,2,2,0.6666666666666666,0.6666666666666666,1.0,22,1.6,40.2,0.375,1.0,1068.0
27,0.0,Travel_Rarely,269,Research & Development,5,1,Technical Degree,3,Male,42,2,3,Research Director,4,Divorced,12808,8842,1,Yes,16,3,2,1,9,3,3,9,8,0,8,0.8888888888888888,0.8888888888888888,0.3333333333333333,18,9.0,53.8,1.0,9.0,1423.111111111111
43,0.0,Travel_Rarely,1001,Research & Development,7,3,Life Sciences,3,Female,43,3,3,Healthcare Representative,1,Married,9985,9262,8,No,16,3,1,1,10,1,2,1,0,0,0,0.0,0.0,1.0,33,1.25,143.0,0.1,1.0,9985.0
38,0.0,Travel_Rarely,343,Research & Development,15,2,Life Sciences,3,Male,92,2,3,Research Director,4,Divorced,11510,15682,0,Yes,14,3,2,1,12,3,3,11,10,2,9,0.9090909090909091,0.8181818181818182,0.2727272727272727,26,40.0,22.866666666666667,0.9166666666666666,3.6666666666666665,1046.3636363636363
31,0.0,Travel_Frequently,793,Sales,20,3,Life Sciences,3,Male,67,4,1,Sales Representative,4,Married,2791,21981,0,No,12,3,1,1,3,4,3,2,2,2,2,1.0,1.0,2.0,28,40.0,39.65,0.6666666666666666,0.6666666666666666,1395.5
30,0.0,Travel_Rarely,501,Sales,27,5,Marketing,3,Male,99,3,2,Sales Executive,4,Divorced,5304,25275,7,No,23,4,4,1,10,2,2,8,7,7,7,0.875,0.875,0.25,20,1.4285714285714286,18.555555555555557,0.8,1.0,663.0
44,0.0,Travel_Rarely,1448,Sales,28,3,Medical,4,Female,53,4,4,Sales Executive,4,Married,13320,11737,3,Yes,18,3,3,1,23,2,3,12,11,11,11,0.9166666666666666,0.9166666666666666,0.16666666666666666,21,7.666666666666667,51.714285714285715,0.5217391304347826,1.0,1110.0
23,0.0,Travel_Rarely,650,Research & Development,9,1,Medical,2,Male,37,3,1,Laboratory Technician,1,Married,2500,4344,1,No,14,3,4,1,5,2,4,4,3,0,2,0.75,0.5,0.5,18,5.0,72.22222222222223,0.8,4.0,625.0
21,1.0,Travel_Rarely,1334,Research & Development,10,3,Life Sciences,3,Female,36,2,1,Laboratory Technician,1,Single,1416,17258,1,No,13,3,1,0,1,6,2,1,0,1,0,0.0,0.0,6.0,20,1.0,133.4,1.0,0.5,1416.0
31,0.0,Travel_Rarely,1222,Research & Development,11,4,Life Sciences,4,Male,48,3,1,Research Scientist,4,Married,2356,14871,3,Yes,19,3,2,1,8,2,3,6,4,0,2,0.6666666666666666,0.3333333333333333,0.3333333333333333,23,2.6666666666666665,111.0909090909091,0.75,6.0,392.6666666666667
46,1.0,Travel_Rarely,377,Sales,9,3,Marketing,1,Male,52,3,3,Sales Executive,4,Divorced,10096,15986,4,No,11,3,1,1,28,1,4,7,7,4,3,1.0,0.42857142857142855,0.14285714285714285,18,7.0,41.888888888888886,0.25,1.4,1442.2857142857142
53,0.0,Travel_Rarely,346,Research & Development,6,3,Life Sciences,4,Male,86,3,2,Laboratory Technician,4,Single,2450,10919,2,No,17,3,4,0,19,4,3,2,2,2,2,1.0,1.0,2.0,34,9.5,57.666666666666664,0.10526315789473684,0.6666666666666666,1225.0
49,0.0,Travel_Rarely,1418,Research & Development,1,3,Technical Degree,3,Female,36,3,1,Research Scientist,1,Married,3580,10554,2,No,16,3,2,1,7,2,3,4,2,0,2,0.5,0.5,0.5,42,3.5,1418.0,0.5714285714285714,4.0,895.0
46,0.0,Travel_Rarely,1003,Research & Development,8,4,Life Sciences,4,Female,74,2,2,Research Scientist,1,Divorced,4615,21029,8,Yes,23,4,1,3,19,2,3,16,13,1,7,0.8125,0.4375,0.125,27,2.375,125.375,0.8421052631578947,8.0,288.4375
31,0.0,Travel_Rarely,140,Research & Development,12,1,Medical,3,Female,95,3,1,Research Scientist,4,Married,3929,6984,8,Yes,23,4,3,1,7,0,3,4,2,0,2,0.5,0.5,0.0,24,0.875,11.666666666666666,0.5714285714285714,4.0,982.25
58,0.0,Travel_Rarely,1055,Research & Development,1,3,Medical,4,Female,76,3,5,Research Director,1,Married,19701,22456,3,Yes,21,4,3,1,32,3,3,9,8,1,5,0.8888888888888888,0.5555555555555556,0.3333333333333333,26,10.666666666666666,1055.0,0.28125,4.5,2189.0
34,0.0,Non-Travel,1065,Sales,23,4,Marketing,2,Male,72,3,2,Sales Executive,3,Single,4568,10034,0,No,20,4,3,0,10,2,3,9,5,8,7,0.5555555555555556,0.7777777777777778,0.2222222222222222,24,40.0,46.30434782608695,0.9,1.0,507.55555555555554
35,0.0,Travel_Frequently,664,Research & Development,1,3,Medical,2,Male,79,3,1,Research Scientist,1,Married,2194,5868,4,No,13,3,4,1,5,2,2,3,2,1,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,30,1.25,664.0,0.6,1.5,731.3333333333334
32,0.0,Travel_Rarely,334,Research & Development,5,2,Life Sciences,1,Male,80,4,1,Research Scientist,2,Divorced,3298,15053,0,Yes,12,3,4,2,7,5,2,6,2,0,5,0.3333333333333333,0.8333333333333334,0.8333333333333334,25,40.0,66.8,0.8571428571428571,6.0,549.6666666666666
35,0.0,Travel_Rarely,144,Research & Development,22,3,Life Sciences,4,Male,46,1,1,Laboratory Technician,3,Single,4230,19225,0,No,15,3,3,0,6,2,3,5,4,4,3,0.8,0.6,0.4,29,40.0,6.545454545454546,0.8333333333333334,1.0,846.0
19,0.0,Travel_Rarely,265,Research & Development,25,3,Life Sciences,2,Female,57,4,1,Research Scientist,4,Single,2994,21221,1,Yes,12,3,4,0,1,2,3,1,0,0,1,0.0,1.0,2.0,18,1.0,10.6,1.0,1.0,2994.0
28,0.0,Travel_Rarely,866,Sales,5,3,Medical,4,Male,84,3,2,Sales Executive,1,Single,8463,23490,0,No,18,3,4,0,6,4,3,5,4,1,3,0.8,0.6,0.8,22,40.0,173.2,0.8333333333333334,2.5,1692.6
32,1.0,Travel_Rarely,1045,Sales,4,4,Medical,4,Male,32,1,3,Sales Executive,4,Married,10400,25812,1,No,11,3,3,0,14,2,2,14,8,9,8,0.5714285714285714,0.5714285714285714,0.14285714285714285,18,14.0,261.25,1.0,1.4,742.8571428571429
43,0.0,Travel_Frequently,422,Research & Development,1,3,Life Sciences,4,Female,33,3,2,Healthcare Representative,4,Married,5562,21782,4,No,13,3,2,1,12,2,2,5,2,2,2,0.4,0.4,0.4,31,3.0,422.0,0.4166666666666667,1.6666666666666667,1112.4
37,0.0,Travel_Rarely,367,Research & Development,25,2,Medical,3,Female,52,2,2,Healthcare Representative,4,Divorced,5731,17171,7,No,13,3,3,2,9,2,3,6,2,1,3,0.3333333333333333,0.5,0.3333333333333333,28,1.2857142857142858,14.68,0.6666666666666666,3.0,955.1666666666666
38,0.0,Travel_Rarely,1261,Research & Development,2,4,Life Sciences,4,Male,88,3,2,Manufacturing Director,3,Married,6553,7259,9,No,14,3,2,0,14,3,3,1,0,0,0,0.0,0.0,3.0,24,1.5555555555555556,630.5,0.07142857142857142,1.0,6553.0
30,0.0,Travel_Rarely,1240,Human Resources,9,3,Human Resources,3,Male,48,3,2,Human Resources,4,Married,6347,13982,0,Yes,19,3,4,0,12,2,1,11,9,4,7,0.8181818181818182,0.6363636363636364,0.18181818181818182,18,40.0,137.77777777777777,0.9166666666666666,2.2,577.0
53,0.0,Travel_Rarely,1436,Sales,6,2,Marketing,2,Male,34,3,2,Sales Representative,3,Married,2306,16047,2,Yes,20,4,4,1,13,3,1,7,7,4,5,1.0,0.7142857142857143,0.42857142857142855,40,6.5,239.33333333333334,0.5384615384615384,1.4,329.42857142857144
42,0.0,Travel_Rarely,635,Sales,1,1,Life Sciences,2,Male,99,3,2,Sales Executive,3,Married,4907,24532,1,No,25,4,3,0,20,3,3,20,16,11,6,0.8,0.3,0.15,22,20.0,635.0,1.0,1.6666666666666667,245.35
30,0.0,Travel_Frequently,160,Research & Development,3,3,Medical,3,Female,71,3,1,Research Scientist,3,Divorced,2083,22653,1,No,20,4,3,1,1,2,3,1,0,0,0,0.0,0.0,2.0,29,1.0,53.333333333333336,1.0,1.0,2083.0
25,1.0,Travel_Rarely,867,Sales,19,2,Marketing,3,Male,36,2,1,Sales Representative,2,Married,2413,18798,1,Yes,18,3,3,3,1,2,3,1,0,0,0,0.0,0.0,2.0,24,1.0,45.63157894736842,1.0,1.0,2413.0
53,0.0,Travel_Rarely,447,Research & Development,2,3,Medical,4,Male,39,4,4,Research Director,2,Single,16598,19764,4,No,12,3,2,0,35,2,2,9,8,8,8,0.8888888888888888,0.8888888888888888,0.2222222222222222,18,8.75,223.5,0.2571428571428571,1.0,1844.2222222222222
29,0.0,Travel_Rarely,1090,Sales,10,3,Marketing,4,Male,83,3,1,Sales Representative,2,Divorced,2297,17967,1,No,14,3,4,2,2,2,3,2,2,2,2,1.0,1.0,1.0,27,2.0,109.0,1.0,0.6666666666666666,1148.5
42,1.0,Travel_Frequently,481,Sales,12,3,Life Sciences,3,Male,44,3,4,Sales Executive,1,Single,13758,2447,0,Yes,12,3,2,0,22,2,2,21,9,13,14,0.42857142857142855,0.6666666666666666,0.09523809523809523,20,40.0,40.083333333333336,0.9545454545454546,1.5,655.1428571428571
34,0.0,Travel_Frequently,702,Research & Development,16,4,Life Sciences,3,Female,100,2,1,Research Scientist,4,Single,2553,8306,1,No,16,3,3,0,6,3,3,5,2,1,3,0.4,0.6,0.6,28,6.0,43.875,0.8333333333333334,2.5,510.6
28,0.0,Travel_Rarely,1169,Human Resources,8,2,Medical,2,Male,63,2,1,Human Resources,4,Divorced,4936,23965,1,No,13,3,4,1,6,6,3,5,1,0,4,0.2,0.8,1.2,22,6.0,146.125,0.8333333333333334,5.0,987.2
43,0.0,Travel_Rarely,1034,Sales,16,3,Marketing,4,Female,80,3,4,Manager,4,Married,16064,7744,5,Yes,22,4,3,1,22,3,3,17,13,1,9,0.7647058823529411,0.5294117647058824,0.17647058823529413,21,4.4,64.625,0.7727272727272727,8.5,944.9411764705883
37,0.0,Travel_Rarely,228,Sales,6,4,Medical,3,Male,98,3,2,Sales Executive,4,Married,6502,22825,4,No,14,3,2,1,7,5,4,5,4,0,1,0.8,0.2,1.0,30,1.75,38.0,0.7142857142857143,5.0,1300.4
44,0.0,Travel_Rarely,1112,Human Resources,1,4,Life Sciences,1,Female,50,2,2,Human Resources,3,Single,5985,26894,4,No,11,3,2,0,10,1,4,2,2,0,2,1.0,1.0,0.5,34,2.5,1112.0,0.2,2.0,2992.5
34,0.0,Non-Travel,999,Research & Development,26,1,Technical Degree,1,Female,92,2,1,Research Scientist,3,Divorced,2029,15891,1,No,20,4,3,3,5,2,3,5,4,0,0,0.8,0.0,0.4,29,5.0,38.42307692307692,1.0,5.0,405.8
28,0.0,Travel_Rarely,304,Sales,9,4,Life Sciences,2,Male,92,3,2,Sales Executive,4,Single,5253,20750,1,No,16,3,4,0,7,1,3,7,5,0,7,0.7142857142857143,1.0,0.14285714285714285,21,7.0,33.77777777777778,1.0,7.0,750.4285714285714
40,0.0,Travel_Rarely,300,Sales,26,3,Marketing,3,Male,74,3,2,Sales Executive,1,Married,8396,22217,1,No,14,3,2,1,8,3,2,7,7,7,5,1.0,0.7142857142857143,0.42857142857142855,32,8.0,11.538461538461538,0.875,0.875,1199.4285714285713
34,0.0,Travel_Rarely,1111,Sales,8,2,Life Sciences,3,Female,93,3,2,Sales Executive,1,Married,6500,13305,5,No,17,3,2,1,6,1,3,3,2,1,2,0.6666666666666666,0.6666666666666666,0.3333333333333333,28,1.2,138.875,0.5,1.5,2166.6666666666665
44,0.0,Travel_Rarely,625,Research & Development,4,3,Medical,4,Male,50,3,2,Healthcare Representative,2,Single,5933,5197,9,No,12,3,4,0,10,2,2,5,2,2,3,0.4,0.6,0.4,34,1.1111111111111112,156.25,0.5,1.6666666666666667,1186.6
25,0.0,Travel_Rarely,180,Research & Development,2,1,Medical,1,Male,65,4,1,Research Scientist,1,Single,3424,21632,7,No,13,3,3,0,6,3,2,4,3,0,1,0.75,0.25,0.75,19,0.8571428571428571,90.0,0.6666666666666666,4.0,856.0
34,1.0,Travel_Rarely,699,Research & Development,6,1,Medical,2,Male,83,3,1,Research Scientist,1,Single,2960,17102,2,No,11,3,3,0,8,2,3,4,2,1,3,0.5,0.75,0.5,26,4.0,116.5,0.5,2.0,740.0
60,0.0,Travel_Rarely,422,Research & Development,7,3,Life Sciences,1,Female,41,3,5,Manager,1,Married,19566,3854,5,No,11,3,4,0,33,5,1,29,8,11,10,0.27586206896551724,0.3448275862068966,0.1724137931034483,27,6.6,60.285714285714285,0.8787878787878788,2.4166666666666665,674.6896551724138
32,0.0,Travel_Rarely,601,Sales,7,5,Marketing,4,Male,97,3,2,Sales Executive,4,Married,9204,23343,4,No,12,3,3,1,7,3,2,4,3,0,3,0.75,0.75,0.75,25,1.75,85.85714285714286,0.5714285714285714,4.0,2301.0
36,0.0,Travel_Rarely,188,Research & Development,7,4,Other,2,Male,65,3,1,Research Scientist,4,Single,4678,23293,2,No,18,3,3,0,8,6,3,6,2,0,1,0.3333333333333333,0.16666666666666666,1.0,28,4.0,26.857142857142858,0.75,6.0,779.6666666666666
32,0.0,Non-Travel,1109,Research & Development,29,4,Medical,4,Female,69,3,1,Laboratory Technician,3,Single,4025,11135,9,No,12,3,2,0,10,2,3,8,7,7,7,0.875,0.875,0.25,22,1.1111111111111112,38.241379310344826,0.8,1.0,503.125
42,0.0,Travel_Rarely,1147,Human Resources,10,3,Human Resources,3,Female,31,3,4,Manager,1,Married,16799,16616,0,No,14,3,3,1,21,5,3,20,7,0,9,0.35,0.45,0.25,21,40.0,114.7,0.9523809523809523,20.0,839.95
40,1.0,Travel_Rarely,575,Sales,22,2,Marketing,3,Male,68,2,2,Sales Executive,3,Married,6380,6110,2,Yes,12,3,1,2,8,6,3,6,4,1,0,0.6666666666666666,0.0,1.0,32,4.0,26.136363636363637,0.75,3.0,1063.3333333333333
25,1.0,Travel_Rarely,240,Sales,5,3,Marketing,3,Male,46,2,2,Sales Executive,3,Single,5744,26959,1,Yes,11,3,4,0,6,1,3,6,4,0,3,0.6666666666666666,0.5,0.16666666666666666,19,6.0,48.0,1.0,6.0,957.3333333333334
24,0.0,Travel_Rarely,1127,Research & Development,18,1,Life Sciences,2,Male,52,3,1,Laboratory Technician,3,Married,2774,13257,0,No,12,3,3,1,6,2,3,5,3,1,2,0.6,0.4,0.4,18,40.0,62.611111111111114,0.8333333333333334,2.5,554.8
35,0.0,Travel_Rarely,1137,Research & Development,21,1,Life Sciences,4,Female,51,3,2,Healthcare Representative,4,Married,4014,19170,1,Yes,25,4,4,1,10,2,1,10,6,0,7,0.6,0.7,0.2,25,10.0,54.142857142857146,1.0,10.0,401.4
48,0.0,Travel_Rarely,817,Sales,2,1,Marketing,2,Male,56,4,2,Sales Executive,2,Married,8120,18597,3,No,12,3,4,0,12,3,3,2,2,2,2,1.0,1.0,1.5,36,4.0,408.5,0.16666666666666666,0.6666666666666666,4060.0
50,0.0,Travel_Rarely,1126,Research & Development,1,2,Medical,4,Male,66,3,4,Research Director,4,Divorced,17399,6615,9,No,22,4,3,1,32,1,2,5,4,1,3,0.8,0.6,0.2,18,3.5555555555555554,1126.0,0.15625,2.5,3479.8
54,0.0,Travel_Rarely,685,Research & Development,3,3,Life Sciences,4,Male,85,3,4,Research Director,4,Married,17779,23474,3,No,14,3,1,0,36,2,3,10,9,0,9,0.9,0.9,0.2,18,12.0,228.33333333333334,0.2777777777777778,10.0,1777.9
30,0.0,Travel_Rarely,202,Sales,2,1,Technical Degree,3,Male,72,3,1,Sales Representative,2,Married,2476,17434,1,No,18,3,1,1,1,3,3,1,0,0,0,0.0,0.0,3.0,29,1.0,101.0,1.0,1.0,2476.0
31,1.0,Travel_Rarely,542,Sales,20,3,Life Sciences,2,Female,71,1,2,Sales Executive,3,Married,4559,24788,3,Yes,11,3,3,1,4,2,3,2,2,2,2,1.0,1.0,1.0,27,1.3333333333333333,27.1,0.5,0.6666666666666666,2279.5
39,1.0,Travel_Rarely,1162,Sales,3,2,Medical,4,Female,41,3,2,Sales Executive,3,Married,5238,17778,4,Yes,18,3,1,0,12,3,2,1,0,0,0,0.0,0.0,3.0,27,3.0,387.3333333333333,0.08333333333333333,1.0,5238.0
51,1.0,Travel_Frequently,1150,Research & Development,8,4,Life Sciences,1,Male,53,1,3,Manufacturing Director,4,Single,10650,25150,2,No,15,3,4,0,18,2,3,4,2,0,3,0.5,0.75,0.5,33,9.0,143.75,0.2222222222222222,4.0,2662.5
44,0.0,Non-Travel,981,Research & Development,5,3,Life Sciences,3,Male,90,2,1,Laboratory Technician,3,Single,3162,7973,3,No,14,3,4,0,7,5,3,5,2,0,3,0.4,0.6,1.0,37,2.3333333333333335,196.2,0.7142857142857143,5.0,632.4
50,0.0,Travel_Rarely,989,Research & Development,7,2,Medical,2,Female,43,2,5,Research Director,3,Divorced,18740,16701,5,Yes,12,3,4,1,29,2,2,27,3,13,8,0.1111111111111111,0.2962962962962963,0.07407407407407407,21,5.8,141.28571428571428,0.9310344827586207,1.9285714285714286,694.074074074074
32,0.0,Travel_Rarely,548,Research & Development,1,3,Life Sciences,2,Male,66,3,2,Research Scientist,2,Married,6220,7346,1,No,17,3,2,2,10,3,3,10,4,0,9,0.4,0.9,0.3,22,10.0,548.0,1.0,10.0,622.0
44,0.0,Travel_Rarely,1199,Research & Development,4,2,Life Sciences,3,Male,92,4,5,Manager,1,Divorced,19190,17477,1,No,14,3,4,2,26,4,2,25,9,14,13,0.36,0.52,0.16,18,26.0,299.75,0.9615384615384616,1.6666666666666667,767.6
53,0.0,Travel_Rarely,1219,Sales,2,4,Life Sciences,1,Female,78,2,4,Manager,4,Married,15427,22021,2,No,16,3,3,0,31,3,3,25,8,3,7,0.32,0.28,0.12,22,15.5,609.5,0.8064516129032258,6.25,617.08
